295,00:53:08.000 08/08/2019,2065:348806.000,-2453642.467,-4767165.815,3443193.276
296,00:53:08.500 08/08/2019,2065:348806.500,-2453643.789,-4767165.963,3443192.321
297,00:53:09.000 08/08/2019,2065:348807.000,-2453645.065,-4767165.988,3443191.568
298,00:53:09.500 08/08/2019,2065:348807.500,-2453646.279,-4767165.826,3443190.932
299,00:53:10.000 08/08/2019,2065:348808.000,-2453647.592,-4767165.617,3443190.474
300,00:53:10.500 08/08/2019,2065:348808.500,-2453649.100,-4767165.240,3443190.109
301,00:53:11.000 08/08/2019,2065:348809.000,-2453650.774,-4767164.676,3443189.884
302,00:53:11.500 08/08/2019,2065:348809.500,-2453652.430,-4767163.940,3443189.907
303,00:53:12.000 08/08/2019,2065:348810.000,-2453653.958,-4767163.057,3443190.225
304,00:53:12.500 08/08/2019,2065:348810.500,-2453655.198,-4767161.990,3443190.815
305,00:53:13.000 08/08/2019,2065:348811.000,-2453656.195,-4767160.894,3443191.801
306,00:53:13.500 08/08/2019,2065:348811.500,-2453656.832,-4767159.712,3443193.159
307,00:53:14.000 08/08/2019,2065:348812.000,-2453656.992,-4767158.422,3443194.820
308,00:53:14.500 08/08/2019,2065:348812.500,-2453656.714,-4767157.200,3443196.698
309,00:53:15.000 08/08/2019,2065:348813.000,-2453656.192,-4767156.152,3443198.693
310,00:53:15.500 08/08/2019,2065:348813.500,-2453655.641,-4767155.013,3443200.648
311,00:53:16.000 08/08/2019,2065:348814.000,-2453655.238,-4767153.821,3443202.573
